L=64, N=4096, boundary=OBC, seed=24
Training 69 temperatures: [0.1, 0.1109, 0.1217, 0.1325, 0.1432, 0.1538, 0.1643, 0.1747, 0.185, 0.1952, 0.2053, 0.2153, 0.2252, 0.235, 0.2447, 0.2543, 0.2638, 0.2732, 0.2824, 0.2915, 0.3005, 0.3094, 0.3181, 0.3267, 0.3352, 0.3435, 0.3517, 0.3597, 0.3676, 0.3753, 0.3828, 0.3902, 0.3974, 0.4044, 0.4112, 0.4178, 0.4242, 0.4303, 0.4362, 0.4419, 0.4474, 0.4529, 0.4586, 0.4646, 0.4711, 0.478, 0.4854, 0.4933, 0.5018, 0.5108, 0.5204, 0.5307, 0.5417, 0.5535, 0.5661, 0.5797, 0.5944, 0.6103, 0.6276, 0.6466, 0.6675, 0.6907, 0.7167, 0.7462, 0.7801, 0.8199, 0.8677, 0.9274, 1.0]
total_batch_size=2000  →  samples_per_temp=28
Annealing strategy: THREE-PHASE CRITICAL over 15000 steps
  Phase 1 (0-20%):  factor 0.00 -> 0.35 [fast warmup]
  Phase 2 (20-70%): factor 0.35 -> 0.55 [critical wandering β_c≈0.44]
  Phase 3 (70-100%):factor 0.55 -> 1.00 [low-T hardening]
Z2 symmetry: ENABLED (LogProbWrapper)
Hamiltonian: IsingHamiltonian(L=64, n=4096, boundary=OBC)

Model: patched AR, patch_size=2, Z2-symmetric
Parameters: 2,533,456

Optimizer: muon, lr=0.001
Scheduler: warmup(2000) + cosine(eta_min=1e-05)

Starting training...
----------------------------------------------------------------------
Step 6400/20000: annealing=0.4407 [P2:critical], lr=8.61e-04, time=23222.4s
Step 6500/20000: annealing=0.4433 [P2:critical], lr=8.55e-04, time=23584.9s
Step 6600/20000: annealing=0.4460 [P2:critical], lr=8.49e-04, time=23947.1s
Step 6700/20000: annealing=0.4487 [P2:critical], lr=8.43e-04, time=24309.2s
Step 6800/20000: annealing=0.4513 [P2:critical], lr=8.36e-04, time=24670.8s
Step 6900/20000: annealing=0.4540 [P2:critical], lr=8.30e-04, time=25032.3s
Step 7000/20000: annealing=0.4567 [P2:critical], lr=8.23e-04, time=25393.8s
Step 7100/20000: annealing=0.4593 [P2:critical], lr=8.17e-04, time=25755.4s
Step 7200/20000: annealing=0.4620 [P2:critical], lr=8.10e-04, time=26116.8s
Step 7300/20000: annealing=0.4647 [P2:critical], lr=8.03e-04, time=26478.3s
Step 7400/20000: annealing=0.4673 [P2:critical], lr=7.96e-04, time=26839.8s
Step 7500/20000: annealing=0.4700 [P2:critical], lr=7.89e-04, time=27201.3s
Step 7600/20000: annealing=0.4727 [P2:critical], lr=7.82e-04, time=27562.7s
Step 7700/20000: annealing=0.4753 [P2:critical], lr=7.75e-04, time=27924.1s
Step 7800/20000: annealing=0.4780 [P2:critical], lr=7.67e-04, time=28285.6s
Step 7900/20000: annealing=0.4807 [P2:critical], lr=7.60e-04, time=28647.1s
Step 8000/20000: annealing=0.4833 [P2:critical], lr=7.52e-04, time=29008.5s
Step 8100/20000: annealing=0.4860 [P2:critical], lr=7.45e-04, time=29370.2s
Step 8200/20000: annealing=0.4887 [P2:critical], lr=7.37e-04, time=29731.6s
Step 8300/20000: annealing=0.4913 [P2:critical], lr=7.30e-04, time=30092.4s
Step 8400/20000: annealing=0.4940 [P2:critical], lr=7.22e-04, time=30452.3s
Step 8500/20000: annealing=0.4967 [P2:critical], lr=7.14e-04, time=30812.1s
Step 8600/20000: annealing=0.4993 [P2:critical], lr=7.06e-04, time=31171.9s
Step 8700/20000: annealing=0.5020 [P2:critical], lr=6.98e-04, time=31531.8s
Step 8800/20000: annealing=0.5047 [P2:critical], lr=6.90e-04, time=31891.8s
Step 8900/20000: annealing=0.5073 [P2:critical], lr=6.82e-04, time=32251.7s
Step 9000/20000: annealing=0.5100 [P2:critical], lr=6.74e-04, time=32611.6s
Step 9100/20000: annealing=0.5127 [P2:critical], lr=6.66e-04, time=32971.5s
Step 9200/20000: annealing=0.5153 [P2:critical], lr=6.58e-04, time=33331.3s
Step 9300/20000: annealing=0.5180 [P2:critical], lr=6.50e-04, time=33691.2s
Step 9400/20000: annealing=0.5207 [P2:critical], lr=6.41e-04, time=34051.1s
Step 9500/20000: annealing=0.5233 [P2:critical], lr=6.33e-04, time=34411.0s
Step 9600/20000: annealing=0.5260 [P2:critical], lr=6.25e-04, time=34770.7s
Step 9700/20000: annealing=0.5287 [P2:critical], lr=6.16e-04, time=35130.5s
Step 9800/20000: annealing=0.5313 [P2:critical], lr=6.08e-04, time=35490.3s
Step 9900/20000: annealing=0.5340 [P2:critical], lr=5.99e-04, time=35850.1s
Step 10000/20000: annealing=0.5367 [P2:critical], lr=5.91e-04, time=36210.1s
Step 10100/20000: annealing=0.5393 [P2:critical], lr=5.82e-04, time=36569.9s
Step 10200/20000: annealing=0.5420 [P2:critical], lr=5.74e-04, time=36929.7s
Step 10300/20000: annealing=0.5447 [P2:critical], lr=5.65e-04, time=37289.4s
Step 10400/20000: annealing=0.5473 [P2:critical], lr=5.57e-04, time=37648.9s
Step 10500/20000: annealing=0.5500 [P3:harden], lr=5.48e-04, time=38008.4s
Step 10600/20000: annealing=0.5600 [P3:harden], lr=5.40e-04, time=38367.9s
Step 10700/20000: annealing=0.5700 [P3:harden], lr=5.31e-04, time=38727.1s
